Title,Key,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Release Date
Silent Hill: Revelation,6525,"Fantasy, Horror","Horror Films,Supernatural Horror Films,Teen Screams,Gory Horror Movies,Mysteries",English,Movie,1.3,R,5.0,10.0,16.0,2012-10-26
Silent Night,6526,"Comedy, Horror, Mystery, Thriller","Social Issue Dramas,Dramas,Polish Movies,Polish Dramas",English,Movie,4.0,R,5.2,64.0,53.0,2012-12-04
Silver Linings Playbook,6531,"Comedy, Drama, Romance","Independent Dramas,Romantic Dramas,Dramas,Independent Films,Award-winning Movies,Academy Award-Winning Films,BAFTA Award-Winning Films,Romantic Comedies,Independent Comedies,Dramas based on a book,Comedies,Golden Globe Award-winning Films,Romantic Films,Movies Based on Books,Romantic Independent Movies,Romantic Favorites,US Movies",English,Movie,4.2,R,7.7,92.0,81.0,2012-12-25
Silverado,6533,"Action, Crime, Drama, Romance, Western","Crime Action & Adventure,Action & Adventure,Crime Movies,Westerns,Action,Classic Films,Classic Action & Adventure,Classic Westerns,US Movies",English,Movie,3.5,PG-13,7.2,76.0,64.0,1985-07-10
Simon Killer,6534,"Drama, Thriller","Independent Dramas,Dramas,Thrillers,Independent Films,Steamy Thrillers,Psychological Thrillers,Independent Thrillers","English, French",Movie,6.2,Not Rated,6.4,77.0,63.0,2013-04-12
Sin City,6535,"Crime, Thriller","African Movies,Psychological Thrillers,Thriller Movies,Mysteries,International Thrillers,Steamy Thrillers,Steamy Thrillers",English,Movie,3.9,R,8.0,77.0,74.0,2005-04-01
Sin City: A Dame to Kill For,6536,"Action, Crime, Thriller","Action Thrillers,Film Noir,Action & Adventure,Crime Action & Adventure,Crime Movies,Crime Action,US Movies",English,Movie,2.6,R,6.5,43.0,46.0,2014-08-22
Sing,6540,"Animation, Comedy, Family, Musical","Films for ages 2 to 4,Films for ages 5 to 7,Children & Family Films,Family Comedies,Wacky Comedies,Family Feature Animation,Films for ages 8 to 10,Comedies,Family Features,Musicals,Kids Music,Music & Musicals,US Movies","English, Japanese, Ukrainian",Movie,3.4,PG,7.1,72.0,59.0,2016-12-21
Sing Street,6541,"Comedy, Drama, Music, Romance","Music & Musicals,Musicals,Dramas,Irish Movies","English, French, Latin",Movie,4.2,PG-13,7.9,95.0,79.0,2016-03-17
Sing Yesterday for Me,6542,"Animation, Comedy, Family, Musical","Anime Based on Comics,Anime Series,Romance Anime,Drama Anime","English, Japanese, Ukrainian",Series,3.4,PG,7.1,72.0,59.0,2016-12-21
Single White Female,6546,"Drama, Thriller","Crime Thrillers,Crime Movies,Psychological Thrillers,Thrillers,Films Based on Books,US Movies",English,Movie,3.0,R,6.4,53.0,63.0,1992-08-14
Sinister,6549,"Horror, Mystery, Thriller","Horror Films,Slasher and Serial Killer Films,Supernatural Horror Films,Mysteries,US Movies,Chilling Horror Films",English,Movie,3.1,R,6.8,63.0,53.0,2012-10-12
Sinister 2,6550,"Horror, Mystery, Thriller","Horror Films,Supernatural Horror Films,Chilling Horror Films,US Movies",English,Movie,1.7,R,5.3,15.0,32.0,2015-08-21
Sisters,6559,Comedy,"Comedies,Late Night Comedies",English,Movie,3.0,R,6.0,60.0,58.0,2015-12-18
Sisters in Law,6560,Documentary,"Comedies,Turkish Movies",English,Movie,8.7,Not Rated,7.2,92.0,71.0,2006-08-11
Skin,6568,"Biography, Drama","Independent Dramas,Dramas,20th Century Period Pieces,Independent Films,Critically-acclaimed Independent Films,International Movies,Critically-acclaimed Films,British Films,Biographical Dramas,Critically-acclaimed Dramas,Social Issue Dramas,Dramas based on real life,Films Based on Real Life","English, Zulu",Movie,7.0,PG-13,6.9,84.0,62.0,2009-07-24
Skiptrace,6571,"Action, Adventure, Comedy, Crime, Thriller","Crime Comedies,Comedies,Action Comedies,Crime Action & Adventure,Action & Adventure,Martial Arts Films,Crime Films,Slapstick Comedies,Gangster Films,Action Movies","Mandarin, English, Mongolian",Movie,2.4,PG-13,5.7,38.0,50.0,2016-09-02
Skyline,6577,"Action, Sci-Fi, Thriller","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action Thrillers,Sci-Fi Thrillers,Action & Adventure,Sci-Fi,Action Movies,Alien Sci-Fi",English,Movie,1.4,PG-13,4.4,16.0,26.0,2010-11-12
Skyscraper,6579,"Action, Adventure, Thriller","Action & Adventure,Action Thrillers,Blockbuster Action & Adventure,US Movies","English, Cantonese, Mandarin",Movie,2.6,PG-13,5.8,48.0,51.0,2018-07-13
Slaughterhouse Rulez,6583,"Action, Comedy, Fantasy, Horror, Thriller","Teen Movies,Teen Screams,Horror Movies,Comedies,Dark Comedies,Horror Comedies,British Movies,Creature Features,Monster Films,British Comedies,British Horror Films",English,Movie,2.2,R,5.3,38.0,39.0,2019-05-17
Sleeper,6585,"Comedy, Sci-Fi",Thriller Movies,"English, Yiddish",Movie,4.2,PG,7.2,100.0,77.0,1973-12-17
Sleeping with Other People,6586,"Comedy, Drama, Romance","Comedies,Independent Movies,Steamy Romantic Movies,Independent Comedies,Romantic Movies,Romantic Comedies,Romantic Independent Movies,US Movies,Romantic Dramas,Dramas",English,Movie,3.2,R,6.5,64.0,64.0,2015-08-12
Sleeping with the Enemy,6587,"Drama, Thriller","Thrillers,Psychological Thrillers,Movies Based on Books,Crime Thrillers,US Movies",English,Movie,2.2,R,6.3,20.0,48.0,1991-02-08
Sleepless,6589,"Action, Crime, Thriller","Action & Adventure,Action Thrillers,Crime Action & Adventure,Gangster Movies,Crime Movies,Crime Action,US Movies,Police Action & Adventure,Police Movies",English,Movie,1.9,R,5.6,25.0,34.0,2017-01-13
Sleepless in Seattle,6590,"Comedy, Drama, Romance","Dramas,Romantic Dramas,Tearjerkers,Comedies,Romantic Favourites,Romantic Films,Romantic Comedies,Classic Dramas,Classic Romantic Movies,Classic Movies,Classic Comedies",English,Movie,3.6,PG,6.8,75.0,72.0,1993-06-25
Sleepless Night,6591,"Action, Crime, Thriller","International Action & Adventure,International Movies,Action Thrillers,Action & Adventure,Crime Action & Adventure,French Movies,Action Movies",French,Movie,6.7,Not Rated,6.6,97.0,75.0,2012-05-11
Sleepy Hollow,6594,"Fantasy, Horror, Mystery","Horror Films,Sci-Fi & Fantasy,Fantasy,Supernatural Horror Films,Mysteries,Movies Based on Books,Slasher and Serial Killer Films,US Movies","English, Latin",Movie,3.4,R,7.3,69.0,65.0,1999-11-19
Sleight,6596,"Drama, Sci-Fi","Independent Movies,Sci-Fi Dramas,US Movies,Sci-Fi & Fantasy,Sci-Fi,Dramas,Crime Dramas",English,Movie,4.4,R,5.9,78.0,62.0,2017-04-28
Slender Man,6597,"Horror, Mystery, Thriller","Supernatural Horror Movies,Horror Movies,Teen Screams,US Movies,Chilling Horror Movies,Monster Movies,Creature Features",English,Movie,1.2,PG-13,3.2,8.0,30.0,2018-08-10
Slow West,6598,"Action, Adventure, Drama, Romance, Thriller, Western","Crime Action & Adventure,Adventures,British Movies,British Crime Movies,Action & Adventure,Dramas,Crime Movies,Westerns,British Dramas,Crime Dramas","English, French",Movie,3.9,R,6.9,92.0,72.0,2015-04-16
Slumdog Millionaire,6599,"Drama, Romance","Independent Dramas,Romantic Dramas,Dramas,Independent Films,Award-winning Movies,Academy Award-Winning Films,BAFTA Award-Winning Films,International Movies,Dramas based on a book,British Films,Golden Globe Award-winning Films,Romantic Films,Movies Based on Books,Romantic Independent Movies,Romantic Favorites","English, Hindi, French, German",Movie,4.2,R,8.0,91.0,84.0,2008-12-25
Smallfoot,6601,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Music & Musicals,Kids Music,Comedies,Children & Family Movies,Musicals,Family Comedies,Movies based on Books,US Movies,Family Adventures,Family Features","English, Mandarin",Movie,3.4,PG,6.6,76.0,60.0,2018-09-28
Smokey and the Bandit,6605,"Action, Comedy","Action Comedies,Comedies,Action & Adventure,Adventures,US Movies",English,Movie,3.3,PG,7.0,80.0,50.0,1977-05-27
Smokin Aces,6606,"Action, Comedy, Crime, Drama, Thriller","Gangster Films,Action Comedies,Police Action & Adventure,Comedies,Action & Adventure,Police Movies,Crime Action & Adventure,Dark Comedies,Crime Comedies,Crime Films",English,Movie,2.4,R,6.7,31.0,45.0,2007-01-26
Smurfs: The Lost Village,6607,"Animation, Adventure, Comedy, Family, Fantasy","Family Adventures,Films for ages 5 to 7,Films for ages 8 to 10,Children & Family Films,Family Features,Family Comedies,Family Sci-Fi & Fantasy,Comedies,US Movies",English,Movie,2.3,PG,6.0,40.0,40.0,2017-04-07
Snakes on a Plane,6608,"Action, Adventure, Crime, Thriller","Horror Films,Action Thrillers,Action & Adventure,Cult Horror Films",English,Movie,3.0,R,5.4,69.0,58.0,2006-08-18
Snatch,6609,"Comedy, Crime","Gangster Films,Comedies,Police Movies,Dark Comedies,British Comedies,Crime Comedies,Crime Films,British Crime Films,Cult Films,Cult Comedies,British Films,Heist Films","English, Russian",Movie,3.5,R,8.3,73.0,55.0,2001-01-19
Snatched,6610,"Action, Adventure, Comedy","Comedies,Action & Adventure,Action Comedies,Dark Comedies","English, Spanish",Movie,2.1,R,4.5,36.0,45.0,2017-05-12
Sneakers,6611,"Comedy, Crime, Drama, Mystery, Thriller","Action Comedies,Crime Action & Adventure,Action Thrillers,Action & Adventure,Spy Action & Adventure,Comedies","English, Russian, Chinese",Movie,3.6,PG-13,7.1,79.0,65.0,1992-09-11
Snitch,6612,"Action, Drama, Thriller","Action Thrillers,Action & Adventure,Crime Action & Adventure,Dramas,Crime Films,Crime Dramas,Gangster Films,Crime Action,Action Movies","English, Spanish",Movie,2.9,PG-13,6.4,57.0,51.0,2013-02-22
Snow White and the Huntsman,6613,"Action, Adventure, Drama, Fantasy","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Fantasy,Action & Adventure,Adventures,Movies Based on Books,Blockbuster Action & Adventure,US Movies,Action,Visually-striking Sci-Fi & Fantasy",English,Movie,2.8,PG-13,6.1,49.0,57.0,2012-06-01
Snowden,6615,"Biography, Crime, Drama, Thriller","Political Thrillers,Thrillers,Crime Dramas,Dramas based on a book,Dramas based on real life,Crime Films,Political Dramas,Crime Thrillers,Spy Thrillers,Dramas,Movies Based on Real Life,Social Issue Dramas,Movies Based on Books","English, American Sign Language, Russian",Movie,3.2,R,7.3,61.0,58.0,2016-09-16
Snowpiercer,6616,"Action, Drama, Sci-Fi","Action & Adventure Programmes,Drama Programmes,Crime TV Dramas,US TV Programmes,TV Thrillers,Cyberpunk,Social Issue TV Dramas,Sci-Fi TV,Futuristic Sci-Fi","English, Korean, French, Japanese, Czech, German",Series,4.1,R,7.1,94.0,84.0,2014-07-11
Snowpiercer,6617,"Action, Drama, Sci-Fi","Sci-Fi Dramas,Dramas,Asian Action Films,International Dramas,Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,International Movies,Action Thrillers,International Sci-Fi & Fantasy,Korean Films,Sci-Fi Thrillers,International Action & Adventure,Action & Adventure,Action,Futuristic Sci-Fi,Cult Sci-Fi & Fantasy","English, Korean, French, Japanese, Czech, German",Movie,4.1,R,7.1,94.0,84.0,2014-07-11
Snowtime!,6619,"Animation, Comedy, Drama, Family","Films for ages 8 to 10,Films for ages 11 to 12,Canadian Films,Children & Family Films","English, French",Movie,7.4,PG,6.1,71.0,52.0,2016-02-26
So Close,6621,"Action, Crime, Thriller","Crime Films,Martial Arts Films,International Movies,Asian Action Films,Action & Adventure,Asian Movies,Action Thrillers,Crime Action & Adventure","Mandarin, Cantonese, English",Movie,4.9,R,6.7,82.0,66.0,2002-09-12
"So Im a Spider, So What?",6622,"Comedy, Romance","Action Anime,Anime Series,Sci-Fi & Fantasy Anime,Anime based on Light Novels","English, Russian",Series,2.8,PG-13,6.4,51.0,54.0,1993-07-30
Solace,6631,"Crime, Drama, Mystery, Thriller","Mysteries,Crime Thrillers,Thrillers,Psychological Thrillers,Crime Films,US Movies",English,Movie,2.1,R,6.4,25.0,36.0,2016-12-16
Solomon Kane,6638,"Action, Adventure, Fantasy, Horror","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Fantasy,International Movies,International Sci-Fi & Fantasy,French Films,International Action & Adventure,Adventures,Action & Adventure,Movies Based on Books","English, Arabic",Movie,2.9,R,6.1,65.0,48.0,2012-08-24
Some Kind of Beautiful,6642,"Comedy, Romance","Comedies,Romantic Comedies,Romantic Movies,Romantic Favourites",English,Movie,1.2,R,5.7,6.0,11.0,2015-08-21
Someone Great,6645,"Comedy, Romance","Comedies,Romantic Favorites,Romantic Comedies,Romantic Movies",English,Movie,3.4,R,6.2,82.0,63.0,2019-04-19
Someone Like You,6646,"Comedy, Romance","TV Dramas,TV Programmes,Romantic TV Dramas,Chinese  Programmes,Taiwanese TV Programmes",English,Series,2.2,PG-13,6.1,42.0,32.0,2001-03-30
Something Borrowed,6648,"Comedy, Drama, Romance","Romantic Comedies,Comedies,Romantic Films,Romantic Dramas,Dramas,Movies Based on Books,Romantic Favorites",English,Movie,1.8,PG-13,5.9,15.0,36.0,2011-05-06
Somethings Gotta Give,6652,"Comedy, Drama, Romance","Romantic Comedies,Comedies,Romantic Films,Romantic Favourites","English, French",Movie,3.4,PG-13,6.7,72.0,66.0,2003-12-12
Somewhere In Time,6654,"Drama, Fantasy, Romance","Romantic Films,Singaporean Movies",English,Movie,2.7,PG,7.2,61.0,29.0,1980-10-03
Son of a Gun,6658,"Action, Crime, Drama, Thriller","Dramas,Action Thrillers,Australian Films,Action & Adventure,Crime Action & Adventure,Crime Dramas,Independent Movies","English, Serbo-Croatian",Movie,2.9,R,6.4,62.0,49.0,2014-12-11
Son of God,6660,"Biography, Drama, History","Dramas,Faith & Spirituality,Faith & Spirituality Films,Period Pieces,Epics,US Movies","English, Hebrew",Movie,1.9,PG-13,5.7,21.0,37.0,2014-02-28
Son of Saul,6662,"Drama, War","International Dramas,Dramas,International Movies,Military Dramas,Eastern European Films","Hungarian, Yiddish, German, Russian, Polish, French, Greek, Slovak, Hebrew",Movie,4.4,R,7.5,96.0,91.0,2015-06-11
Son of the Mask,6663,"Comedy, Family, Fantasy","Slapstick Comedies,Comedies,Children & Family Films,Family Comedies,Fantasy,Sci-Fi & Fantasy,US Movies,Family Sci-Fi & Fantasy",English,Movie,0.8,PG,2.2,6.0,20.0,2005-02-18
Song of the Sea,6666,"Animation, Adventure, Drama, Family, Fantasy","Children & Family Movies,Irish Movies,Family Sci-Fi & Fantasy,Family Feature Animation,Family Adventures,Movies for ages 5 to 7,Family Features","English, Irish",Movie,4.4,PG,8.1,99.0,85.0,2015-11-20
Song to Song,6667,"Drama, Music, Romance","Romantic Dramas,Experimental Films,Romantic Films,Steamy Romantic Films,Dramas",English,Movie,2.6,R,5.7,44.0,54.0,2017-03-17
Soni,6669,Drama,"Crime Dramas,Hindi-Language Movies,Social Issue Dramas,Independent Dramas,Crime Movies,Dramas,Indian Movies,Independent Movies,International Dramas",Hindi,Movie,7.6,TV-MA,7.1,88.0,68.0,2019-01-18
Sonic the Hedgehog,6671,"Action, Adventure, Comedy, Sci-Fi","Children & Family Movies,Comedies,Action Comedies,Family Features,Family Comedies","English, French",Movie,2.9,PG,6.5,63.0,47.0,2020-02-14
Sophies Choice,6676,"Drama, Romance","Dramas,Dramas based on a book,Dramas based on classic literature,Romantic Dramas,20th Century Period Pieces,Tearjerkers,Romantic Favourites,Romantic Films,Movies Based on Books,Historical Dramas,Classic Movies,Historical Movies","English, Polish, German, French, Russian",Movie,3.7,R,7.6,78.0,68.0,1983-03-04
Sorry to Bother You,6679,"Comedy, Fantasy, Sci-Fi","Independent Movies,Comedies,Dark Comedies,Sci-Fi & Fantasy,Satires,US Movies",English,Movie,4.0,R,6.9,93.0,80.0,2018-07-13
Soul Surfer,6682,"Biography, Drama, Family, Sport","Dramas,Dramas based on a book,Children & Family Films,Films for ages 11 to 12,Dramas based on real life,Family Dramas,Movies Based on Real Life,Sports Movies,Sports Dramas,Movies Based on Books,Faith & Spirituality,Faith & Spirituality Movies,US Movies",English,Movie,2.8,PG,7.0,45.0,53.0,2011-04-08
Source Code,6684,"Action, Drama, Mystery, Sci-Fi, Thriller","Crime Films,Thrillers,Sci-Fi & Fantasy,Crime Thrillers,Sci-Fi,Sci-Fi Thrillers",English,Movie,4.0,PG-13,7.5,92.0,74.0,2011-04-01
"South Park: Bigger, Longer and Uncut",6685,"Animation, Comedy, Fantasy, Musical","Adult Animation,Comedies,Late Night Comedies,Musicals,Spoofs & Satires,Dark Comedies,Political Comedies,Satanic Stories,Music & Musicals",English,Movie,3.8,R,7.7,80.0,73.0,1999-06-30
Southpaw,6686,"Action, Drama, Sport","Sports Dramas,Dramas,Sports Movies",English,Movie,3.2,R,7.4,60.0,57.0,2015-07-24
Southside With You,6687,"Biography, Drama, History, Romance","Biographical Dramas,Romantic Films,Romantic Dramas,Dramas,Dramas based on real life,Films Based on Real Life,Social Issue Dramas",English,Movie,5.0,PG-13,6.3,92.0,74.0,2016-08-26
Space Jam,6694,"Animation, Adventure, Comedy, Family, Sci-Fi, Sport","Children & Family Films,Films for ages 8 to 10,Comedies,Family Comedies,Sports Films,Sports Comedies,Films for ages 5 to 7,Sci-Fi & Fantasy,Family Sci-Fi & Fantasy,Sci-Fi,Family Features,US Movies",English,Movie,2.8,PG,6.5,43.0,59.0,1996-11-15
Spanglish,6699,"Comedy, Drama, Romance","Romantic Dramas,Dramas,Romantic Comedies,Comedies,Romantic Films,Romantic Favourites,US Movies","English, Spanish",Movie,2.8,PG-13,6.4,53.0,48.0,2004-12-17
Spawn: The Movie,6702,"Action, Drama, Horror","Horror Films,Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action & Adventure,Sci-Fi Horror Films,Comic Book and Superhero Films",English,Movie,1.7,PG-13,5.3,17.0,34.0,1997-08-01
Special Correspondents,6707,Comedy,"Satires,Dark Comedies,Comedies","English, Spanish",Movie,1.8,TV-MA,5.8,17.0,36.0,2016-04-29
Special Forces,6708,"Action, Drama, War","International Movies,Military Action & Adventure,Action Thrillers,French Films,International Action & Adventure,Action & Adventure","French, English",Movie,1.9,R,6.4,15.0,37.0,2011-11-02
Species,6710,"Action, Horror, Sci-Fi, Thriller","Horror Films,Sci-Fi & Fantasy,Action Thrillers,Action & Adventure,Sci-Fi,Action Sci-Fi & Fantasy,Alien Sci-Fi,Sci-Fi Thrillers",English,Movie,2.5,R,5.8,43.0,49.0,1995-07-07
Species II,6711,"Action, Horror, Sci-Fi, Thriller","Sci-Fi & Fantasy,Action & Adventure,Action Sci-Fi & Fantasy,Horror Movies,Sci-Fi Horror Movies,Alien Sci-Fi",English,Movie,1.2,R,4.5,9.0,19.0,1998-04-10
Speech and Debate,6713,"Comedy, Drama","Independent Films,Comedies,Independent Comedies,Independent Comedies,Independent Dramas,Independent Dramas,Dramas,Dramas",English,Movie,7.0,PG-13,5.9,55.0,46.0,2017-04-07
Speed 2: Cruise Control,6714,"Action, Adventure, Crime, Romance, Thriller","Crime Action & Adventure,Action Thrillers,Action & Adventure,Blockbuster Action & Adventure,US Movies","English, American Sign Language, Portuguese",Movie,1.1,PG-13,3.9,4.0,23.0,1997-06-13
Speed Racer,6715,"Action, Adventure, Comedy, Drama, Family, Sci-Fi, Sport","Family Features,Action Thrillers,Family Adventures,Children & Family Films,Films for ages 8 to 10,Films for ages 11 to 12,Action & Adventure,Sports Films",English,Movie,2.3,PG,6.0,41.0,37.0,2008-05-09
Sphere,6719,"Action, Mystery, Sci-Fi, Thriller","Thrillers,Sci-Fi & Fantasy,Sci-Fi Thrillers",English,Movie,1.8,PG-13,6.1,11.0,35.0,1998-02-13
Spider-Man,6721,"Action, Adventure, Sci-Fi","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Comic Book and Superhero Films,Sci-Fi Adventure,Action & Adventure,Adventures,Blockbuster Action & Adventure,Action,US Movies",English,Movie,3.9,PG-13,7.3,90.0,73.0,2002-05-03
